paragraphs,question,answer
"[{'idx': 0, 'title': 'Chiến tranh Triều Tiên', 'paragraph_text': 'Ngày 8 tháng 10 năm 1950, một ngày sau khi quân đội Mỹ vượt vĩ tuyến 38, Chủ tịch Mao Trạch Đông phát lệnh tập kết Chí nguyện quân Nhân dân Trung Quốc. Bảy mươi phần trăm thành viên của Chí nguyện quân là quân đội hiện dịch của Quân Giải phóng Nhân dân Trung Quốc. Mao ra lệnh quân đội di chuyển đến sông Áp Lục, sẵn sàng vượt sông. Mao Trạch Đông tìm sự trợ giúp của Liên Xô và coi sự can thiệp vào Triều Tiên là một hành động tự vệ cần thiết: ""Nếu chúng ta để cho Hoa Kỳ chiếm đóng toàn Triều Tiên...chúng ta phải chuẩn bị chờ Hoa Kỳ tuyên chiến với Trung Hoa,"" ông nói với Stalin như vậy. Thủ tướng Chu Ân Lai được phái đến Moskva để tăng thêm cường độ cho những lý lẽ qua điện thoại của Mao. Mao trì hoãn trong lúc chờ đợi sự chi viện lớn từ Liên Xô, hủy bỏ cuộc tấn công đã hoạch định từ 13 tháng 10 đến 19 tháng 10. Tuy nhiên, sự giúp đỡ của Liên Xô chỉ giới hạn cung cấp yểm trợ bằng không quân không quá 60 dặm Anh (100 km) từ mặt trận. Các phi cơ MiG-15 của Liên Xô trong màu sắc Cộng hòa Nhân dân Trung Hoa là một sự thách thức nghiêm trọng đối với các phi công Liên Hiệp Quốc. Tại một khu vực có biệt danh là ""Hành lang MiG"" (MiG Alley - do các lực lượng Liên Hiệp Quốc đặt), các phi cơ của Liên Xô có ưu thế hơn đối thủ với các phi cơ F-80 do Hoa Kỳ chế tạo (Lockheed F-80 Shooting Stars) cho đến khi các phi cơ F-86 (North American F-86 Sabre) được triển khai. Người Trung Quốc rất giận dữ trước việc tham chiến có giới hạn của Liên Xô vì họ cứ đinh ninh rằng họ đã được hứa cung ứng yểm trợ không quân toàn diện. Mỹ biết rõ vai trò của Liên Xô nhưng vẫn giữ im lặng để tránh một khả năng leo thang chiến tranh thành một cuộc chiến tranh hạt nhân.', 'is_supporting': False}]",Mục đích của việc điều Mao Trạch Đông đến Moskva là gì?,'để tăng thêm cường độ cho những lý lẽ qua điện thoại của Mao'
"[{'idx': 0, 'title': 'Birmingham', 'paragraph_text': 'Nhà thờ chính toà St Philip được nâng cấp từ vị thế nhà thờ thông thường khi Giáo phận Anh giáo Birmingham được thành lập vào năm 1905. Thành phố còn có hai nhà thờ chính toà khác: Nhà thờ chính toà Saint Chad là trụ sở của Giáo phận Công giáo La Mã Birmingham, và một nhà thờ chính toà của Chính thống giáo Hy Lạp. Giáo phận Chính thống giáo Coptic Midlands cũng có trụ sở tại Birmingham. Nhà thờ giáo xứ ban đầu của Birmingham là St Martin tại Bull Ring, được xếp hạng II*. Không xa Five Ways là nhà thờ nhỏ Birmingham được hoàn thành vào năm 1910 trên địa điểm cơ sở ban đầu của Hồng y Newman.', 'is_supporting': False}]",Nhà thờ chính toà St Philip được thành lập vào năm bao nhiêu?,'năm 1910'
"[{'idx': 0, 'title': 'Lịch sử Hoa Kỳ', 'paragraph_text': 'Tháng 12 năm 2007, Hoa Kỳ và phần lớn châu Âu bước vào một cuộc khủng hoảng kinh tế dài nhất kể từ sau Chiến tranh thế giới thứ hai, thường được gọi là ""Đại suy thoái."" Nhiều cuộc khủng hoảng chồng lấn nhau xảy ra, đặc biệt là cuộc khủng hoảng thị trường nhà ở gây ra bởi cuộc khủng hoảng tín dụng thứ cấp, giá dầu lửa lên cao tạo ra cuộc khủng hoảng công nghiệp xe hơi, thất nghiệp lên cao, và cuộc khủng hoảng tài chính tồi tệ nhất kể từ đại khủng hoảng. Khủng hoảng tài chính đe dọa sự ổn định của toàn nền kinh tế vào tháng 9 năm 2008 khi Lehman Brothers sụp đổ và các ngân hàng khổng lồ khác lâm vào tình trạng nguy kịch. Bắt đầu vào tháng 10, chính phủ liên bang cho các cơ sở tài chính vai mượn 245 tỉ đô la qua Chương trình Cứu trợ Tài sản Nguy kịch which was passed by bipartisan majorities and signed by Bush.', 'is_supporting': False}]",Cuộc khủng hoảng kinh tế thứ hai kể từ sau thế chiến lớn nhất tại Hoa Kỳ và châu Âu được gọi là gì?,'Đại suy thoái'
"[{'idx': 0, 'title': 'Kinh tế Hoa Kỳ', 'paragraph_text': 'Nước Mỹ là quốc gia giàu tài nguyên thiên nhiên và những vùng đất canh tác trù phú và khí hậu ôn hoà thuận lợi. Mỹ đồng thời cũng có những đường bờ biển trải dài cả ở Đại Tây Dương và Thái Bình Dương, cũng như ở Vịnh Mexico. Các dòng sông chảy khắp lục địa và 5 biển hồ nằm ở biên giới với Canada cung cấp điều kiện thuận lợi cho tàu thuyền đường thuỷ. Những đường thuỷ rộng lớn này đã giúp định hình việc phát triển kinh tế của quốc gia và giúp gắn kết kinh tế của 50 bang trong một thể thống nhất.', 'is_supporting': False}]",Yếu tố nào kết nối kinh tế 50 bang ở Canada?,'đường thuỷ rộng lớn'
"[{'idx': 0, 'title': 'Hà Nội', 'paragraph_text': 'Thăng Long – Hà Nội là một trong ba vùng tập trung nhiều hội lễ của miền Bắc Việt Nam, cùng với vùng đất tổ Phú Thọ và xứ Kinh Bắc. Cũng như các vùng đất khác, những lễ hội truyền thống ở khu vực Hà Nội được tổ chức nhiều nhất vào mùa xuân. Phần nhiều các lễ hội tưởng nhớ những nhân vật lịch sử, truyền thuyết như Thánh Gióng, Hai Bà Trưng, Quang Trung, An Dương Vương... Một vài lễ hội có tổ chức những trò chơi dân gian độc đáo như hội thổi cơm thi làng Thị Cấm, hội bơi cạn và bắt chạch làng Hồ, hội chạy cờ làng Đơ Thao, lễ hội thả diều truyền thống Bá Giang.', 'is_supporting': False}]",Tại đâu thì lễ hội được tổ chức?,'làng Thị Cấm'
"[{'idx': 0, 'title': 'Johannes Kepler', 'paragraph_text': 'Từ khi hoàn thành Astronomia nova, Kepler dự định viết một cuốn sách giáo khoa thiên văn học. Năm 1615, ông hoàn thành tập đầu tiên trong ba tập của Epitome astronomiae Copernicanae (Tạm dịch: Thiên văn học Copernicus giản lược); tập đầu (các quyển I-III) được in năm 1617, tập hai (quyển IV) in năm 1617, và tập ba (các quyển V-VII) năm 1621. Trong khi tựa đề đơn thuần nhắc tới thuyết nhật tâm, thực tế cuốn sách giáo khoa này của Kepler hoàn thiện hệ thống dựa trên quỹ đạo elip của chính ông, và đã trở thành công trình gây ảnh hưởng nhất của ông. Nó chứa đựng toàn bộ ba định luật về chuyển động hành tinh và nỗ lực giải thích chuyển động thiên thể bằng những nguyên nhân vật lý. Dù nó mở rộng rõ ràng hai định luật đầu của chuyển động hành tinh (từng áp dụng cho Sao Hỏa trong Astronomia nova) cho tất cả các hành tinh cũng như Mặt Trăng và các mặt trăng của Sao Mộc,, nó đã không giải thích làm thế nào các quỹ đạo elip có thể rút ra từ các dữ liệu quan sát.', 'is_supporting': False}]","Vào năm 1615, Kepler đã mua về ấn phẩm nào?",'tập đầu tiên trong ba tập của Epitome astronomiae Copernicanae'
"[{'idx': 0, 'title': 'Richard I của Anh', 'paragraph_text': 'Vào ngày 28 tháng 3, 1193 Richard được đưa đến Speyer và được giao cho Henry VI, Hoàng đế La Mã Thần thánh, vốn không hài lòng cả về sự hỗ trợ của nhà Plantagenet cho gia đình của Henry Sư Tử, và việc Richard công nhận Tancred ở Sicilia, đã giam giữ ông tại Lâu đài Trifels. Henry VI, vốn cần tiền để xây dựng quân đội và khẳng định quyền thống trị của mình với miền nam Italy, tiếp tục giữ ông để đòi tiền chuộc. Đáp lại Giáo hoàng Celestine III rút phép thông công của Henry VI, giống như ông đã làm với Công tước Leopold, vì giam giữ Richard một cách sai trái.', 'is_supporting': False}]",Henry đã giam giữ Richard VI ở đâu?,'tại Lâu đài Trifels'
"[{'idx': 0, 'title': 'Bồ Đào Nha', 'paragraph_text': 'Bồ Đào Nha có hệ thống đường sắt trải dài toàn quốc và sang Tây Ban Nha, thuộc quyền quản lý của Comboios de Portugal. Giao thông đường sắt chở khách và chở hàng sử dụng 2.791 km đường ray hiện đang phục vụ, trong số đó 1.430 km được điện khí hoá và khoảng 900 km cho phép tốc độ chạy tàu lớn hơn 120 km/h. Mạng lưới hạ tầng đường sắt thuộc quyền vận hành của REFER, trong khi giao thông chở hàng và chở khách là trách nhiệm của Comboios de Portugal (CP), đều là các công ty công cộng. Các hải cảng chính của Bồ Đào Nha nằm tại Sines, Lisbon, Leixões, Setúbal, Aveiro, Figueira da Foz và Faro. Hai vùng đô thị lớn nhất Bồ Đào Nha có hệ thống tàu điện ngầm: Lisbon Metro và Metro Sul do Tejo tại vùng đô thị Lisboa và Porto Metro tại vùng đô thị Porto, đều có chiều dài tuyến trên 35 km. Dịch vụ xe điện Lisboa do Companhia de Carris de Ferro de Lisboa (Carris) vận hành từ hơn một thế kỷ. Tại Porto, một mạng lưới xe điện bắt đầu được xây dựng từ năm 1895, song chỉ còn lại một tuyến phục vụ du lịch bên bờ sông Douro. Các thành thị lớn đều có dịch vụ giao thông đô thị địa phương của mình, cũng như dịch vụ taxi.', 'is_supporting': False}]",Hệ thống đường xe điện của Bồ Đào Nha kéo dài từ đâu đến đâu?,'toàn quốc và sang Tây Ban Nha'
"[{'idx': 0, 'title': 'Mặt trận Dân tộc Giải phóng miền Nam Việt Nam', 'paragraph_text': 'Ngoài ra thì sự phân chia đất nước khiến cho nhiều gia đình phân ly, những người có tinh thần dân tộc cũng bất bình. Do vậy, những người cách mạng ở miền Nam đã ủng hộ cho giải pháp khởi nghĩa giành chính quyền. Sau khi Hội nghị Trung ương 15 của Đảng Lao động tháng 1 năm 1959 tán thành khởi nghĩa ở miền Nam, phong trào cách mạng có biến chuyển. Việt Nam Dân chủ Cộng hòa không muốn can thiệp trực tiếp vào tình hình miền Nam, trong khi vấn đề cấp bách là cần có một lực lượng có chính sách độc lập chống Mỹ và Việt Nam Cộng hòa. Từ nhu cầu đó Mặt trận Dân tộc Giải phóng miền Nam Việt Nam được thành lập.', 'is_supporting': False}]",Hội nghị Trung ương 15 của Mỹ được diễn ra vào thời gian nào?,'tháng 1 năm 1959'
"[{'idx': 0, 'title': 'Karl Marx', 'paragraph_text': 'Marx đã đánh giá lại mối quan hệ của mình với Những người Hegel trẻ, và trong hình thức một bức thư trả lời về chủ nghĩa vô thần của Bauer viết Về vấn đề Do Thái. Tiểu luận này chủ yếu gồm một sự phê bình các ý tưởng hiện thời về các quyền dân sự và nhân quyền và giải phóng con người; nó cũng bao gồm nhiều luận điểm chỉ trích đạo Do Thái và cả Thiên chúa giáo từ quan điểm giải phóng xã hội. Engels, một người cộng sản nhiệt thành, đã khơi dậy sự quan tâm của Marx với tình hình của giai cấp lao động và hướng sự chú ý của Marx vào kinh tế. Marx trở thành một người cộng sản và đã đặt ra các quan điểm của mình trong một loạt các bài viết được gọi là Các bản thảo kinh tế và triết học năm 1844, không được xuất bản cho tới tận thập niên 1930s. Trong Bản thảo, Marx vạch ra một quan niệm nhân đạo của chủ nghĩa cộng sản, bị ảnh hưởng bởi triết lý của Ludwig Feuerbach và dựa trên sự đối lập giữa bản chất xa lạ của lao động dưới chủ nghĩa tư bản và một xã hội cộng sản trong đó con người được tự do phát triển bản chất của mình trong sản xuất tập thể.', 'is_supporting': False}]",Ai là người đã khiến cho Marx chú ý tới giai cấp cộng sản?,'Engels'
"[{'idx': 0, 'title': 'Tôm tít', 'paragraph_text': 'Mỗi mắt kép cấu thành từ khoảng 1 vạn mắt con được ghép vào nhau. Mỗi mắt kép bao hàm hai bán cầu phẳng tách biệt nhau bởi 6 hàng mắt con chuyên hóa, 6 hàng này được gọi là ""đường giữa"" (midband) chia mắt ra làm 3 vùng. Kết cấu này giúp tôm tít có thể nhìn thấy các sự vật bằng 3 phần khác nhau của cùng 1 mắt. Nói cách khác, mỗi mắt kép có thể tập trung chú mục vào một vật thể với không gian 3 chiều khác nhau (trinocular vision) và có khả năng nhận thức bề sâu. Bán cầu trên và dưới của mắt chủ yếu được dùng trong việc nhận diện hình dạng và chuyển động (chứ không phải màu sắc) giống như nhiều loài giáp xác khác.', 'is_supporting': False}]",Bán cầu mắt của nhiều loài giáp xác khác có chức năng gì khác biệt so với tôm tít?,'chủ yếu được dùng trong việc nhận diện hình dạng và chuyển động (chứ không phải màu sắc)'
"[{'idx': 0, 'title': 'Donald Trump', 'paragraph_text': 'Lần phá sản doanh nghiệp gần đây nhất của Trump là vào năm 2009. Ngày 13 tháng 2, Trump tuyên bố ông sẽ rút khỏi hội đồng quản trị của Trump Entertainment Resorts và bốn ngày sau đó công ty đệ đơn xin phá sản theo Điều 11 Luật Phá sản Mỹ. Tại thời điểm đó, Trump Entertainment Resorts có ba tài sản ở Thành phố Atlantic: Trump Taj Mahal, Trump Plaza và Trump Marina (bán năm 2011). Đầu tháng 8 năm 2014, Trump đâm đơn kiện yêu cầu gỡ tên ông khỏi Trump Plaza Hotels & Casino và các cơ sở vật chất của Taj Mahal vì ông không còn quyền sở hữu tại đây nữa. Trump Entertainment Resorts sau đó lại nộp đơn xin phá sản vào năm 2014.', 'is_supporting': False}]",Công ty Trump Entertainment Resorts đã đưa đơn xin cứu trợ tái lập công ty theo Điều bao nhiêu của Luật Phá sản?,'11'
"[{'idx': 0, 'title': 'Donald Trump', 'paragraph_text': 'Trump Tower nằm trên mảnh đất từng là cửa hàng chính của Bonwit Teller, một công trình quan trọng về mặt kiến trúc, sau đó bị phá bỏ năm 1980. Trump bị kiện vì việc phá hủy bức phù điêu quý giá mang phong cách Art Deco trên mặt tiền của tòa nhà, mà như đã hứa là sẽ chuyển giao cho Bảo tàng Nghệ thuật Metropolitan và việc sử dụng 200 lao động nhập cư trái phép người Ba Lan trong quá trình phá dỡ gấp rút. Họ chỉ được trả (nếu có) khoảng 4 đến 5 USD một giờ và làm việc 12 tiếng một ca. Năm 1990 Trump khai nhận rằng ông hiếm khi có mặt tại công trường và không biết gì về các lao động trái phép, mà một phần trong số đó sống tại công trường và được biết tới dưới cái tên ""Lữ đoàn Ba Lan"". Vụ kiện lao động kéo dài được dàn xếp năm 1999, kết quả của phán quyết được giữ kín.', 'is_supporting': False}]",Bức phù điêu mang phong cách Art Deco được lưu trữ bởi bảo tàng nào trước khi bị Trump phá hủy?,'Bảo tàng Nghệ thuật Metropolitan'
